dataset,project,package,complextype,method,smell,severity,multiclass,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_method,AMWNAMM_type,AMW_type,ATFD_type,CBO_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_project,LOC_type,NIM_type,NMO_type,NOAM_type,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_package,NOI_project,NOMNAMM_package,NOMNAMM_project,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,isStatic_type,modifier_type,num_final_attributes,num_final_not_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_static_attributes,num_static_not_final_attributes,number_abstract_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,number_final_not_static_methods,number_final_static_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_not_final_static_methods,number_package_visibility_attributes,number_package_visibility_methods,number_private_visibility_attributes,number_private_visibility_methods,number_protected_visibility_attributes,number_protected_visibility_methods,number_public_visibility_methods,number_standard_design_methods,number_static_methods,visibility_type
feature-envy,argouml-0.34,org.argouml.uml.ui.foundation.extension_mechanisms,UMLStereotypeTagDefinitionListModel,UMLStereotypeTagDefinitionListModel(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.3333333333333300,1.3333333333333300,1.0,10.0,4.0,4.0,3.0,0.0,31.0,277.0,284934.0,31.0,67.0,0.0,0.0,0.0,4.0,2361.0,0.0,0.0,0.0,0.0,192.0,17.0,15303.0,3.0,18.0,18015.0,3.0,0.0,125.0,41.0,0.0,4.0,4.0,1.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,package
data-class,argouml-0.34,org.argouml.uml.ui.foundation.extension_mechanisms,UMLStereotypeTagDefinitionListModel,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333,1.333333333,1,10,4,4,3,0,31,277,284934,31,67,0,0,0,4,2361,0,0,0,0,192,17,15303,3,18,18015,3,0,125,41,0,4,4,1,0,other,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,2,1,2,0,package
feature-envy,axion-1.0-M2,org.axiondb.engine,BaseArrayIndex,supportsOperator(ComparisonOperator),1.0,2.0,2.0,1.0,0.0,7.0,3.0,0.0,3.0,19.0,7.0,3.0,1.0,2.0,8.0,0.14285714285714285,4.0,3.0,1.0,0.0,5.0,2.0,0.8,0.0,3125,3.0,13.0,16.0,16.0,3.0,14.0,875,169.0,5633.0,28583.0,174.0,0.0,0.0,1.0,2.0,51.0,223.0,0.0,2.0,1.0,0.0,38.0,458.0,2592.0,16.0,510.0,2989.0,17.0,0.0,13.0,40.0,0.14285714285714285,50.0,51.0,0.0,0.0,abstract,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,10.0,14.0,0.0,public
feature-envy_long-method,axion-1.0-M2,org.axiondb.engine.commands,SelectCommand,processFromTree(FromNodeDatabase),1.0,2.0,5.0,2.0,0.0,14.0,4.0,0.0,6.0,164.0,39.0,0.0,25.0,0.0,46.0,0.2222222222222222,13.0,16.0,4.0,2.0,26.0,0.0,0.5,0.0,5.24,3.9473684210526300,21.0,39.0,49.0,2.0,29.0,0.9268680445151034,637.0,2074.0,28583.0,745.0,0.0,0.0,13.0,17.0,17.0,223.0,0.0,0.0,0.0,0.0,38.0,145.0,2592.0,25.0,207.0,2989.0,38.0,0.0,13.0,130.0,0.32763532763532766,131.0,150.0,0.0,0.0,other,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,17.0,10.0,0.0,1.0,27.0,24.0,0.0,public
god-class,axion-1.0-M2,org.axiondb.engine.commands,SelectCommand,,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24,3.947368421,21,39,49,2,29,0.926868045,637,2074,28583,745,0,0,13,17,17,223,0,0,0,0,38,145,2592,25,207,2989,38,0,13,130,0.327635328,131,150,0,0,other,0,0,0,17,0,0,0,0,1,0,0,0,38,38,0,0,0,17,10,0,1,27,24,0,public
long-method,axion-1.0-M2,org.axiondb.jdbc,AbstractAxionBlob,getBinaryStream(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,3219.0,28583.0,58.0,0.0,0.0,0.0,0.0,12.0,223.0,0.0,1.0,1.0,2.0,38.0,471.0,2592.0,11.0,549.0,2989.0,11.0,0.0,13.0,11.0,0.0,11.0,11.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,public
god-class_dataclass,axion-1.0-M2,org.axiondb.jdbc,AbstractAxionBlob,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,58,3219,28583,58,0,0,0,0,12,223,0,1,1,2,38,471,2592,11,549,2989,11,0,13,11,0,11,11,0,0,other,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,11,0,public
long-method,axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,createConnection(String),0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,15.0,3.0,0.0,5.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,24.0,3219.0,28583.0,24.0,0.0,0.0,0.0,1.0,12.0,223.0,0.0,2.0,0.0,2.0,38.0,471.0,2592.0,2.0,549.0,2989.0,2.0,1.0,13.0,3.0,1.0,4.0,4.0,0.0,0.0,abstract,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,public
long-method,axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,isValidConnectString(String),0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,24.0,3219.0,28583.0,24.0,0.0,0.0,0.0,1.0,12.0,223.0,0.0,2.0,0.0,2.0,38.0,471.0,2592.0,2.0,549.0,2989.0,2.0,1.0,13.0,3.0,1.0,4.0,4.0,0.0,0.0,abstract,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,public
god-class_dataclass,axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,1,1,1,0,24,3219,28583,24,0,0,0,1,12,223,0,2,0,2,38,471,2592,2,549,2989,2,1,13,3,1,4,4,0,0,abstract,1,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,public
feature-envy,axion-1.0-M2,org.axiondb.parser,AxionSqlParser,SqlTableList(FromNode),1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,3.0,26.0,5.0,0.0,3.0,0.0,13.0,0.16666666666666666,1.0,1.0,1.0,3.0,5.0,0.0,0.2,0.0,6.518324607329840,6.494791666666660,55.0,49.0,56.0,1.0,43.0,0.7428737638161722,2993.0,5347.0,28583.0,3001.0,0.0,0.0,1.0,9.0,6.0,223.0,0.0,0.0,2.0,2.0,38.0,260.0,2592.0,191.0,264.0,2989.0,192.0,4.0,13.0,286.0,0.950925925925926,1245.0,1247.0,0.9438202247191011,0.0,other,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,4.0,184.0,183.0,1.0,8.0,8.0,0.0,1.0,0.0,6.0,107.0,0.0,0.0,85.0,187.0,1.0,public
feature-envy,castor-1.3.1,org.castor.cpa.persistence.sql.driver,InterbaseQueryExpression,appendJoin(JDBCQueryExpression.Join),1.0,2.0,2.0,1.0,0.0,10.0,2.0,0.0,3.0,28.0,5.0,0.0,4.0,0.0,18.0,0.2857142857142857,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,5.666666666666660,5.666666666666660,15.0,8.0,4.0,2.0,2.0,0.5,109.0,3053.0,213479.0,109.0,21.0,1.0,0.0,1.0,36.0,1542.0,0.0,0.0,0.0,0.0,130.0,190.0,9063.0,3.0,210.0,11967.0,3.0,0.0,149.0,30.0,1.0,17.0,17.0,1.0,0.0,final,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,public
god-class_dataclass,castor-1.3.1,org.castor.cpa.persistence.sql.query.expression,Expression,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,4,2,2,2,0,83,420,213479,83,0,0,0,0,12,1542,0,5,0,0,130,39,9063,8,39,11967,8,0,149,10,0,8,8,0,0,abstract,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,8,0,public
feature-envy,castor-1.3.1,org.castor.persist,AbstractTransactionContext,load(IdentityProposedEntityAccessModeQueryResults),1.0,2.0,2.0,4.0,0.0,11.0,3.0,0.0,3.0,186.0,29.0,0.0,11.0,0.0,34.0,0.3125,11.0,23.0,5.0,2.0,33.0,0.0,0.3333333333333333,0.0,4.2075471698113200,3.6153846153846100,14.0,26.0,85.0,1.0,20.0,0.9263392857142857,1489.0,3146.0,213479.0,1600.0,0.0,0.0,12.0,14.0,8.0,1542.0,0.0,2.0,1.0,1.0,130.0,153.0,9063.0,53.0,195.0,11967.0,65.0,0.0,149.0,166.0,0.2606516290726817,223.0,235.0,0.0,0.0,abstract,3.0,1.0,2.0,11.0,2.0,0.0,4.0,0.0,1.0,51.0,51.0,0.0,10.0,14.0,0.0,0.0,0.0,14.0,7.0,0.0,6.0,52.0,52.0,0.0,public
god-class,castor-1.3.1,org.castor.persist,AbstractTransactionContext,,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20754717,3.615384615,14,26,85,1,20,0.926339286,1489,3146,213479,1600,0,0,12,14,8,1542,0,2,1,1,130,153,9063,53,195,11967,65,0,149,166,0.260651629,223,235,0,0,abstract,3,1,2,11,2,0,4,0,1,51,51,0,10,14,0,0,0,14,7,0,6,52,52,0,public
data-class,castor-1.3.1,org.castor.transactionmanager,TransactionManagerFactoryDummy,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3,0,2,0,1,15,1024,213479,35,3,0,3,3,17,1542,0,0,0,1,130,53,9063,0,73,11967,3,3,149,9,0,0,3,0,0,final,3,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,public
data-class,castor-1.3.1,org.castor.transactionmanager,WebSphere51TransactionManagerFactory,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,0,2,0,1,16,1024,213479,37,3,0,3,3,17,1542,0,0,0,1,130,53,9063,0,73,11967,3,3,149,9,0,0,3,0,0,final,3,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,public
data-class,castor-1.3.1,org.castor.transactionmanager,WebSphere5TransactionManagerFactory,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,0,2,0,1,16,1024,213479,37,3,0,3,3,17,1542,0,0,0,1,130,53,9063,0,73,11967,3,3,149,9,0,0,3,0,0,final,3,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,public
data-class,castor-1.3.1,org.castor.transactionmanager,WebSphereTransactionManagerFactory,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,0,2,0,1,16,1024,213479,37,3,0,3,3,17,1542,0,0,0,1,130,53,9063,0,73,11967,3,3,149,9,0,0,3,0,0,final,3,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,public
feature-envy,castor-1.3.1,org.castor.xmlctf.bestpractise.genpackage.descriptors,PartialTerminationDescriptor,PartialTerminationDescriptor(),1.0,2.0,2.0,0.0,0.0,13.0,4.0,0.0,3.0,250.0,1.0,0.0,4.0,0.0,32.0,0.1875,12.0,14.0,3.0,0.0,26.0,0.0,0.46153846153846156,0.0,1.0,1.0,0.0,28.0,14.0,3.0,12.0,1.0,333.0,2750.0,213479.0,379.0,45.0,8.0,4.0,5.0,36.0,1542.0,6.0,0.0,0.0,0.0,130.0,113.0,9063.0,5.0,188.0,11967.0,9.0,0.0,149.0,120.0,0.0,5.0,9.0,0.5555555555555556,0.0,other,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,4.0,0.0,public
long-method,castor-1.3.1,org.exolab.castor.builder.appInfo.generated.simple,Father,deleteSsnr(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090900,1.0714285714285700,0.0,4.0,5.0,1.0,3.0,0.9038461538461539,174.0,214.0,213479.0,214.0,0.0,0.0,3.0,4.0,1.0,1542.0,0.0,0.0,1.0,0.0,130.0,11.0,9063.0,11.0,14.0,11967.0,14.0,0.0,149.0,19.0,0.07692307692307693,12.0,15.0,0.7857142857142857,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,13.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,10.0,1.0,public
feature-envy,castor-1.3.1,org.exolab.castor.builder.appInfo.generated.simple,Father,Father(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090900,1.0714285714285700,0.0,4.0,5.0,1.0,3.0,0.9038461538461539,174.0,214.0,213479.0,214.0,0.0,0.0,3.0,4.0,1.0,1542.0,0.0,0.0,1.0,0.0,130.0,11.0,9063.0,11.0,14.0,11967.0,14.0,0.0,149.0,19.0,0.07692307692307693,12.0,15.0,0.7857142857142857,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,13.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,10.0,1.0,public
feature-envy,castor-1.3.1,org.exolab.castor.builder.appInfo.generated.simple,Father,getFirstName(),0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090900,1.0714285714285700,0.0,4.0,5.0,1.0,3.0,0.9038461538461539,174.0,214.0,213479.0,214.0,0.0,0.0,3.0,4.0,1.0,1542.0,0.0,0.0,1.0,0.0,130.0,11.0,9063.0,11.0,14.0,11967.0,14.0,0.0,149.0,19.0,0.07692307692307693,12.0,15.0,0.7857142857142857,0.0,other,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,13.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,10.0,1.0,public
god-class_dataclass,castor-1.3.1,org.exolab.castor.builder.appInfo.generated.simple,Father,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090909091,1.071428571,0,4,5,1,3,0.903846154,174,214,213479,214,0,0,3,4,1,1542,0,0,1,0,130,11,9063,11,14,11967,14,0,149,19,0.076923077,12,15,0.785714286,0,other,0,0,0,4,0,0,0,0,1,0,0,0,14,13,1,0,0,4,0,0,0,14,10,1,public
long-method,castor-1.3.1,org.exolab.castor.xml,Marshaller,marshal(ObjectXMLFieldDescriptorContentHandlerMarshaller.MarshalState),1.0,3.0,6.0,4.0,0.0,13.0,9.0,0.0,10.0,1134.0,248.0,1.0,96.0,2.0,153.0,0.660377358490566,30.0,70.0,35.0,12.0,77.0,2.0,0.38961038961038963,0.0,13.03125,7.898305084745760,25.0,55.0,99.0,2.0,43.0,0.9692118226600985,2345.0,14767.0,213479.0,2827.0,10.0,1.0,27.0,28.0,51.0,1542.0,3.0,0.0,0.0,15.0,130.0,386.0,9063.0,32.0,554.0,11967.0,59.0,0.0,149.0,190.0,0.29523809523809524,417.0,466.0,0.35714285714285715,0.0,other,8.0,1.0,7.0,20.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,59.0,54.0,5.0,0.0,0.0,28.0,17.0,0.0,0.0,42.0,26.0,5.0,public
long-method,castor-1.3.1,org.exolab.castor.xml,UnmarshalHandler,startElement(StringStringStringAttributes),1.0,3.0,6.0,4.0,0.0,3.0,1.0,0.0,7.0,166.0,46.0,0.0,12.0,0.0,33.0,0.6875,4.0,10.0,11.0,1.0,11.0,0.0,0.36363636363636365,0.0,12.979166666666600,9.803030303030300,40.0,50.0,115.0,2.0,40.0,0.967983367983368,3664.0,14767.0,213479.0,3909.0,11.0,0.0,18.0,37.0,51.0,1542.0,3.0,0.0,3.0,15.0,130.0,386.0,9063.0,48.0,554.0,11967.0,66.0,0.0,149.0,212.0,0.1380952380952381,623.0,647.0,0.5277777777777778,0.0,final,11.0,0.0,11.0,26.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,66.0,64.0,2.0,0.0,0.0,37.0,27.0,0.0,3.0,36.0,45.0,2.0,public
god-class_dataclass,castor-1.3.1,org.exolab.castor.xml,XercesOutputFormat,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.888888889,0,2,1,1,1,0.1875,11,14767,213479,153,0,0,8,2,51,1542,0,0,1,15,130,386,9063,1,554,11967,9,0,149,10,1,2,17,0.111111111,0,other,1,0,1,1,1,0,0,0,1,0,0,0,9,9,0,0,0,2,0,0,0,9,0,0,public
data-class,cobertura-1.9.4.1,net.sourceforge.cobertura.check,PackageCoverage,,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0.857142857,25,419,58364,49,0,0,4,4,3,107,0,0,0,0,10,14,3159,4,21,3309,8,0,19,8,0.142857143,4,8,0.5,0,other,0,0,0,4,0,0,0,1,0,0,0,0,9,9,0,0,0,4,0,0,0,9,4,0,public
data-class,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss,PackageMetric,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333,1.333333333,0,1,2,2,1,0.5,31,598,58364,31,4,1,0,2,5,107,0,0,0,0,10,33,3159,3,43,3309,3,2,19,9,1,4,4,0.6,0,other,0,0,0,2,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,public
feature-envy,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss.parser.java15.debug,JavaParser15Debug,_formatPackage(String),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54149377593361,5.460285132382890,6.0,7.0,10.0,1.0,5.0,0.9796441653584511,6929.0,10474.0,58364.0,6989.0,0.0,0.0,9.0,39.0,9.0,107.0,2.0,0.0,2.0,1.0,10.0,583.0,3159.0,482.0,596.0,3309.0,491.0,3.0,19.0,503.0,0.8633720930232558,2671.0,2681.0,0.9124087591240876,0.0,other,1.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,5.0,112.0,112.0,0.0,379.0,378.0,1.0,1.0,0.0,36.0,357.0,0.0,0.0,134.0,477.0,1.0,public
long-method,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss.parser.java15.debug,JavaParser15Debug,parse(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.54149377593361,5.460285132382890,6.0,7.0,10.0,1.0,5.0,0.9796441653584511,6929.0,10474.0,58364.0,6989.0,0.0,0.0,9.0,39.0,9.0,107.0,2.0,0.0,2.0,1.0,10.0,583.0,3159.0,482.0,596.0,3309.0,491.0,3.0,19.0,503.0,0.8633720930232558,2671.0,2681.0,0.9124087591240876,0.0,other,1.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,5.0,112.0,112.0,0.0,379.0,378.0,1.0,1.0,0.0,36.0,357.0,0.0,0.0,134.0,477.0,1.0,public
long-method,cobertura-1.9.4.1,net.sourceforge.cobertura.javancss.parser.java15.debug,JavaParser15Debug,parseImportUnit(),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.54149377593361,5.460285132382890,6.0,7.0,10.0,1.0,5.0,0.9796441653584511,6929.0,10474.0,58364.0,6989.0,0.0,0.0,9.0,39.0,9.0,107.0,2.0,0.0,2.0,1.0,10.0,583.0,3159.0,482.0,596.0,3309.0,491.0,3.0,19.0,503.0,0.8633720930232558,2671.0,2681.0,0.9124087591240876,0.0,other,1.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,5.0,112.0,112.0,0.0,379.0,378.0,1.0,1.0,0.0,36.0,357.0,0.0,0.0,134.0,477.0,1.0,public
god-class_dataclass,colt-1.2.0,cern.clhep,PhysicalConstants,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,12,1,0,1,0,0,110,340,75688,110,0,0,0,33,2,525,0,0,0,0,67,2,3956,1,2,4143,1,33,24,1,1,1,1,0,0,other,33,0,33,0,33,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,public
god-class_dataclass,colt-1.2.0,cern.clhep,Units,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,230,340,75688,230,0,0,0,109,2,525,0,0,0,0,67,2,3956,1,2,4143,1,109,24,1,1,1,1,0,0,other,109,0,109,0,109,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,public
long-method,colt-1.2.0,cern.colt.bitvector,BitVector,forEachIndexFromToInState(intintbooleanIntProcedure),1.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,6.0,111.0,21.0,0.0,16.0,0.0,19.0,0.6666666666666666,2.0,4.0,2.0,1.0,4.0,0.0,0.5,0.0,3.8484848484848400,3.7714285714285700,3.0,3.0,11.0,2.0,4.0,0.45588235294117646,724.0,1466.0,75688.0,754.0,0.0,3.0,2.0,2.0,4.0,525.0,1.0,0.0,0.0,0.0,67.0,77.0,3956.0,33.0,79.0,4143.0,35.0,0.0,24.0,46.0,0.8787878787878788,127.0,132.0,0.9354838709677419,0.0,other,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,35.0,34.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,31.0,31.0,1.0,public
long-method,colt-1.2.0,cern.colt.matrix.linalg,EigenvalueDecomposition,hqr2(),1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,438.0,69.0,0.0,27.0,0.0,34.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,13.545454545454500,13.545454545454500,2.0,7.0,7.0,1.0,6.0,0.7625,947.0,5531.0,75688.0,947.0,0.0,1.0,0.0,8.0,27.0,525.0,0.0,0.0,1.0,2.0,67.0,237.0,3956.0,11.0,246.0,4143.0,11.0,0.0,24.0,18.0,0.6,149.0,149.0,1.0,0.0,other,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,6.0,10.0,0.0,public
god-class_dataclass,colt-1.2.0,cern.jet.math,cern.jet.math.Functions$20,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,3,2888,75688,3,0,0,0,0,133,525,0,0,1,0,67,235,3956,1,235,4143,1,0,24,1,1,1,1,0,0,other,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,package
